"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.582248653,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.574172362,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",18.423649127,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.914073346,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.057077156,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.066066729,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.344041374,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.579475884,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.226964214,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.502081867,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.168420781,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.075117737,
